poi,month,year,userdays,daysinmonth
1,1,2018,17889661.571065,31
2,1,2018,665068.701656,31
3,1,2018,5219009.596527,31
4,1,2018,148511.528522,31
5,1,2018,1523122.789616,31
6,1,2018,268961.687652,31
7,1,2018,1770044.389982,31
8,1,2018,2248073.192639,31
9,1,2018,146828.960275,31
10,1,2018,82771.458039,31
11,1,2018,19926.685592,28
12,1,2018,682163.65475,31
13,1,2018,91483.188952,31
14,1,2018,179386.932552,31
15,1,2018,71259.66118,31
16,1,2018,146384.971366,31
17,1,2018,133249.890467,31
18,1,2018,317654.29445,31
19,1,2018,157299.402891,31
20,1,2018,1112198.691152,31
21,1,2018,20346.255799,28
22,1,2018,30719.23721,31
23,1,2018,137381.092558,31
24,1,2018,314630.952721,31
25,1,2018,2966938.035408,31
26,1,2018,1679357.901672,31
27,1,2018,600621.137916,31
28,1,2018,25078.549685,28
29,1,2018,97610.952726,31
30,1,2018,1004946.216929,31
31,1,2018,129620.326659,31
32,1,2018,14466.34398,29
33,1,2018,156359.433374,31
34,1,2018,511210.981136,31
35,1,2018,139927.837507,31
36,1,2018,43888.084551,31
37,1,2018,949306.813449,31
38,1,2018,29285.084401,27
39,1,2018,187528.723,31
40,1,2018,1075055.499082,31
41,1,2018,1573697.0469830001,31
42,1,2018,723119.0578600001,31
43,1,2018,2408995.657345,31
44,1,2018,1028647.390441,31
45,1,2018,21424.745915,30
46,1,2018,58714.760316,31
47,1,2018,76976.792474,31
49,1,2018,59790.460439,31
50,1,2018,72611.099228,31
51,1,2018,14371.199999999999,25
52,1,2018,2860.565278,7
54,1,2018,92045.126455,31
55,1,2018,3721.163935,13
56,1,2018,860.500001,4
58,1,2018,120.552632,1
59,1,2018,1910.508064,7
60,1,2018,1132.6082099999999,5
62,1,2018,187.652174,1
64,1,2018,3675.170702,15
65,1,2018,1204.028226,3
66,1,2018,263.935484,1
67,1,2018,848.080745,4
68,1,2018,7131.125532,24
69,1,2018,390177.756245,31
70,1,2018,17549.351356,25
71,1,2018,101438.879799,31
72,1,2018,12346.178652,30
73,1,2018,1289500.40157,31
74,1,2018,1515.870922,10
75,1,2018,18941.809559,30
76,1,2018,20040.166822,29
78,1,2018,29674.807249,30
79,1,2018,212826.006048,31
80,1,2018,15776.918757,29
81,1,2018,394084.364875,31
82,1,2018,32957.591852,31
83,1,2018,28862.18406,31
84,1,2018,27014.249601,30
85,1,2018,249627.649527,31
86,1,2018,104073.458204,31
87,1,2018,21606.648844,30
88,1,2018,2845.616989,14
89,1,2018,3415.630369,18
90,1,2018,3752333.582169,31
91,1,2018,5541.2432929999995,17
92,1,2018,109036.785322,31
93,1,2018,3146.976783,16
94,1,2018,35493.742406,31
95,1,2018,55666.696176,31
96,1,2018,28571.985698,29
97,1,2018,637086.208754,31
1,2,2018,17508308.772024002,28
2,2,2018,765879.830484,28
3,2,2018,5467237.282518,28
4,2,2018,177557.904392,28
5,2,2018,1711251.493001,28
6,2,2018,292317.409433,28
7,2,2018,2122869.92526,28
8,2,2018,2447742.929948,28
9,2,2018,153440.124594,28
10,2,2018,79493.121924,28
11,2,2018,31582.632334,28
12,2,2018,765252.411139,28
13,2,2018,111450.182555,28
14,2,2018,235607.062716,28
15,2,2018,92454.445752,28
16,2,2018,221735.409385,28
17,2,2018,157135.435144,28
18,2,2018,276830.417221,28
19,2,2018,169297.364724,28
20,2,2018,1076782.552878,28
21,2,2018,23566.166567,27
22,2,2018,32693.470357,28
23,2,2018,124959.93385,28
24,2,2018,370167.3432,28
25,2,2018,3578687.310174,28
26,2,2018,1759409.088878,28
27,2,2018,660228.130901,28
28,2,2018,35151.890017,28
29,2,2018,116523.389112,28
30,2,2018,909993.342817,28
31,2,2018,170039.20051,28
32,2,2018,15534.906318,26
33,2,2018,201120.637627,28
34,2,2018,511502.574659,28
35,2,2018,177609.92191900001,28
36,2,2018,65848.334206,28
37,2,2018,1089419.991048,28
38,2,2018,36711.396519,28
39,2,2018,238082.902697,28
40,2,2018,1057082.752418,28
41,2,2018,1785207.940924,28
42,2,2018,792876.035591,28
43,2,2018,2542262.384134,28
44,2,2018,1153007.840935,28
45,2,2018,16347.839189,26
46,2,2018,143185.612432,28
47,2,2018,110954.31052,28
49,2,2018,100935.860584,28
50,2,2018,79271.985216,28
51,2,2018,11742.112791,25
52,2,2018,2790.342765,9
53,2,2018,630.31579,2
54,2,2018,79853.48542900001,28
55,2,2018,6788.464335,17
56,2,2018,447.324658,3
59,2,2018,1084.728648,6
60,2,2018,1322.761382,4
62,2,2018,246.724138,1
64,2,2018,3020.674445,15
65,2,2018,78.538462,1
66,2,2018,4.305389,1
67,2,2018,240.862987,1
68,2,2018,25251.589582,28
69,2,2018,512535.67602,28
70,2,2018,21315.164506,24
71,2,2018,88725.08974,28
72,2,2018,12922.225212,27
73,2,2018,1213513.816383,28
74,2,2018,1678.7048360000001,9
75,2,2018,30021.36006,28
76,2,2018,23229.674916,28
78,2,2018,28387.153451,28
79,2,2018,226589.92423,28
80,2,2018,24520.243817,27
81,2,2018,516868.977412,28
82,2,2018,92214.916512,28
83,2,2018,61761.828723,28
84,2,2018,50404.823729,28
85,2,2018,448912.679316,28
86,2,2018,147728.281744,28
87,2,2018,23346.806571,28
88,2,2018,2568.04271,13
89,2,2018,5716.602763,22
90,2,2018,3930018.165658,28
91,2,2018,15118.497856,26
92,2,2018,159380.470263,28
93,2,2018,3225.5259810000002,16
94,2,2018,41712.375859,28
95,2,2018,63435.77541,28
96,2,2018,59612.23544,27
97,2,2018,699713.271815,28
1,3,2018,18325707.217978,31
2,3,2018,1242892.21101,31
3,3,2018,6055612.355162,31
4,3,2018,355028.675193,31
5,3,2018,2121617.438233,31
6,3,2018,593046.631834,31
7,3,2018,3480523.822633,31
8,3,2018,3029978.138921,31
9,3,2018,366875.090754,31
10,3,2018,157693.913756,31
11,3,2018,88282.382263,31
12,3,2018,885451.88486,31
13,3,2018,264667.985996,31
14,3,2018,269040.857583,31
15,3,2018,129425.673904,31
16,3,2018,359626.140663,31
17,3,2018,195665.395937,30
18,3,2018,355442.873682,31
19,3,2018,156129.482304,31
20,3,2018,1289000.279869,31
21,3,2018,74676.717077,31
22,3,2018,122280.493095,31
23,3,2018,163563.45291,31
24,3,2018,313968.514204,31
25,3,2018,3558790.65984,31
26,3,2018,1886848.554276,31
27,3,2018,942445.187009,31
28,3,2018,127049.060029,31
29,3,2018,182607.746892,31
30,3,2018,1279650.043502,31
31,3,2018,299931.138053,31
32,3,2018,27481.478221,30
33,3,2018,266035.063359,31
34,3,2018,669577.920969,31
35,3,2018,227451.432304,31
36,3,2018,121789.657007,31
37,3,2018,1481577.133105,31
38,3,2018,61797.154229,31
39,3,2018,238886.326653,31
40,3,2018,1267919.00031,31
41,3,2018,1717940.969361,31
42,3,2018,797664.428161,31
43,3,2018,2740245.553954,31
44,3,2018,1094570.463075,31
45,3,2018,54723.27759,31
46,3,2018,133025.45472,31
47,3,2018,169981.506111,31
49,3,2018,181803.59067,31
50,3,2018,90695.50542,31
51,3,2018,16204.266667,31
52,3,2018,3608.149018,14
53,3,2018,1247.5,5
54,3,2018,88679.078494,31
55,3,2018,1351.360682,8
59,3,2018,254.36309599999998,2
60,3,2018,1294.316594,6
63,3,2018,202,1
64,3,2018,1865.135104,7
65,3,2018,98.017544,1
66,3,2018,140.666667,1
67,3,2018,98.017544,1
68,3,2018,5479.336541,23
69,3,2018,562084.84164,31
70,3,2018,25137.809278,27
71,3,2018,117914.358578,31
72,3,2018,14186.195403,31
73,3,2018,2122922.54739,31
74,3,2018,9309.448302,22
75,3,2018,22341.055699,31
76,3,2018,27452.762148,31
78,3,2018,34069.791407,31
79,3,2018,260341.519692,31
80,3,2018,18015.76909,30
81,3,2018,583927.300954,31
82,3,2018,60838.045215,31
83,3,2018,35215.985183,31
84,3,2018,52984.049133,31
85,3,2018,333799.120523,31
86,3,2018,144583.433613,31
87,3,2018,32717.944628,31
88,3,2018,3255.054755,18
89,3,2018,3269.100664,20
90,3,2018,4538031.751965,31
91,3,2018,11346.561224,27
92,3,2018,195553.038974,31
93,3,2018,5585.80488,22
94,3,2018,48532.259593,31
95,3,2018,65145.320311,31
96,3,2018,58336.215383,31
97,3,2018,909261.06805,31
1,4,2018,15170168.441331,30
2,4,2018,904662.146596,30
3,4,2018,4056878.305135,30
4,4,2018,285482.968821,30
5,4,2018,1482523.944103,30
6,4,2018,416138.588032,30
7,4,2018,2681722.316411,30
8,4,2018,2050134.72032,30
9,4,2018,338754.976745,30
10,4,2018,112516.492265,30
11,4,2018,72422.20864,30
12,4,2018,744729.570844,30
13,4,2018,221281.986617,30
14,4,2018,285434.867628,30
15,4,2018,98730.170659,30
16,4,2018,329302.19945,30
17,4,2018,181585.84232,30
18,4,2018,289635.259012,30
19,4,2018,134947.180302,30
20,4,2018,1054410.328309,30
21,4,2018,60362.317279,30
22,4,2018,142664.861017,30
23,4,2018,163389.750889,30
24,4,2018,140913.981566,30
25,4,2018,2472952.602575,30
26,4,2018,1392943.369002,30
27,4,2018,707904.010152,30
28,4,2018,182187.094213,30
29,4,2018,164317.726391,30
30,4,2018,928931.059232,30
31,4,2018,402956.022106,30
32,4,2018,28507.610628000002,29
33,4,2018,160414.995249,30
34,4,2018,460626.243623,30
35,4,2018,290424.273171,30
36,4,2018,118922.547061,30
37,4,2018,876410.336408,30
38,4,2018,89987.118,30
39,4,2018,223082.56807500002,30
40,4,2018,1006430.970629,30
41,4,2018,1328179.929509,30
42,4,2018,583907.566625,30
43,4,2018,1900440.786003,30
44,4,2018,811263.183094,30
45,4,2018,45399.871619,30
46,4,2018,87551.531996,30
47,4,2018,92559.04902,30
49,4,2018,162570.482017,30
50,4,2018,76476.053411,30
51,4,2018,9277.333340000001,30
52,4,2018,3636.622147,16
53,4,2018,1406.023694,7
54,4,2018,82191.738678,30
55,4,2018,1559.483411,8
58,4,2018,392.054796,4
59,4,2018,1820.7681750000002,6
60,4,2018,753.033977,6
62,4,2018,943.8025289999999,5
64,4,2018,2188.185403,8
65,4,2018,2372.278361,10
66,4,2018,254.731618,1
67,4,2018,678.8765980000001,5
68,4,2018,9461.355428,30
69,4,2018,388927.515693,30
70,4,2018,24200.819495,29
71,4,2018,100168.937451,30
72,4,2018,12633.792439,30
73,4,2018,1368770.189238,30
74,4,2018,4114.786883,23
75,4,2018,19691.566954,30
76,4,2018,23432.525702,30
78,4,2018,20354.199375,30
79,4,2018,129168.417463,30
80,4,2018,16238.685128000001,30
81,4,2018,400985.008577,30
82,4,2018,55612.587496,30
83,4,2018,33391.872249,30
84,4,2018,34478.949851,30
85,4,2018,273848.883644,30
86,4,2018,138782.21675,30
87,4,2018,27987.313445,30
88,4,2018,4263.892936,28
89,4,2018,3787.493192,25
90,4,2018,3268535.020308,30
91,4,2018,20024.161236,29
92,4,2018,116081.228129,30
93,4,2018,3656.350233,23
94,4,2018,28088.062955,30
95,4,2018,50265.158247,30
96,4,2018,50375.40169,30
97,4,2018,599950.111668,30
1,5,2018,15849441.032303,31
2,5,2018,990832.714101,31
3,5,2018,5163706.725758,31
4,5,2018,317988.019698,31
5,5,2018,1495983.87879,31
6,5,2018,478050.685967,31
7,5,2018,3071120.588235,31
8,5,2018,2336829.219401,31
9,5,2018,313548.724523,31
10,5,2018,214299.226321,31
11,5,2018,92147.066906,31
12,5,2018,818558.634725,31
13,5,2018,257327.273632,31
14,5,2018,427293.437969,31
15,5,2018,109661.78546,31
16,5,2018,410306.232194,31
17,5,2018,235757.510583,31
18,5,2018,427411.214149,31
19,5,2018,451739.54182600003,31
20,5,2018,1001360.501199,31
21,5,2018,70665.030301,31
22,5,2018,92679.983066,31
23,5,2018,274503.020886,31
24,5,2018,363327.137701,31
25,5,2018,3083086.086266,31
26,5,2018,1528265.420841,31
27,5,2018,749796.468613,31
28,5,2018,105597.833908,31
29,5,2018,278474.543172,31
30,5,2018,1096840.294834,31
31,5,2018,256244.273577,31
32,5,2018,82509.108894,31
33,5,2018,141203.050593,31
34,5,2018,501550.2193,31
35,5,2018,443866.976615,31
36,5,2018,163500.72625,31
37,5,2018,988112.164271,31
38,5,2018,172783.311247,31
39,5,2018,242183.145171,31
40,5,2018,1157323.842316,31
41,5,2018,1800658.329247,31
42,5,2018,808358.917295,31
43,5,2018,1892561.371233,31
44,5,2018,889978.207388,31
45,5,2018,134070.829547,31
46,5,2018,103705.7963,31
47,5,2018,88710.151535,31
49,5,2018,230355.32856999998,31
50,5,2018,175811.940076,31
51,5,2018,10953.288743000001,31
52,5,2018,3558.904392,19
53,5,2018,2622.968113,18
54,5,2018,74628.346052,31
55,5,2018,6209.790405,25
56,5,2018,11000.848734,22
57,5,2018,2847.755939,14
58,5,2018,1073.053858,10
59,5,2018,15918.424448,31
60,5,2018,82.278351,1
61,5,2018,3912.770927,17
62,5,2018,3497.619043,26
63,5,2018,1679.355464,6
64,5,2018,10749.093968,29
65,5,2018,15608.615247,31
66,5,2018,11030.181034,30
67,5,2018,10497.872853,29
68,5,2018,27971.438686,31
69,5,2018,461478.326175,31
70,5,2018,43307.537897,31
71,5,2018,167376.824142,31
72,5,2018,22587.538859,31
73,5,2018,1647337.24576,31
74,5,2018,5909.553211,30
75,5,2018,31725.141084,31
76,5,2018,28984.763299,31
77,5,2018,258.58209,3
78,5,2018,27089.433526,31
79,5,2018,153971.508594,31
80,5,2018,25690.234248,31
81,5,2018,402617.545519,31
82,5,2018,95630.513973,31
83,5,2018,61560.694616,31
84,5,2018,42588.903877,31
85,5,2018,573046.708139,31
86,5,2018,139572.938695,31
87,5,2018,24152.374135,31
88,5,2018,3341.375007,26
89,5,2018,4890.99312,30
90,5,2018,3587264.596063,31
91,5,2018,26622.433957,31
92,5,2018,149389.193663,31
93,5,2018,4139.623636,26
94,5,2018,40927.704327,31
95,5,2018,65364.309681,31
96,5,2018,91014.527248,31
97,5,2018,734110.659992,31
1,6,2018,15628117.535549,30
2,6,2018,1378604.261239,30
3,6,2018,4909637.50093,30
4,6,2018,311967.524118,30
5,6,2018,1552889.129848,30
6,6,2018,541503.568369,30
7,6,2018,3913396.793553,30
8,6,2018,2123044.823318,30
9,6,2018,319356.133904,30
10,6,2018,424038.178217,30
11,6,2018,85061.571862,30
12,6,2018,878597.109978,30
13,6,2018,299932.082521,30
14,6,2018,502458.587143,30
15,6,2018,143639.064839,30
16,6,2018,524074.230393,30
17,6,2018,289063.950193,30
18,6,2018,616380.554961,30
19,6,2018,939801.949033,30
20,6,2018,1180707.269431,30
21,6,2018,67615.461933,30
22,6,2018,96417.127292,30
23,6,2018,459171.561262,30
24,6,2018,731614.752523,30
25,6,2018,2522213.807132,30
26,6,2018,1620889.509078,30
27,6,2018,845508.259843,30
28,6,2018,96237.795446,30
29,6,2018,228312.993888,30
30,6,2018,1186186.191591,30
31,6,2018,214479.819558,30
32,6,2018,249710.06683,30
33,6,2018,107768.318844,30
34,6,2018,533627.710683,30
35,6,2018,654073.820867,30
36,6,2018,193132.98970099998,30
37,6,2018,756665.559245,30
38,6,2018,281326.7801,30
39,6,2018,238130.122101,30
40,6,2018,1202576.56173,30
41,6,2018,1765356.658525,30
42,6,2018,825915.994918,30
43,6,2018,2042737.736732,30
44,6,2018,982704.75729,30
45,6,2018,318369.306534,30
46,6,2018,114938.06877,30
47,6,2018,68259.013902,30
49,6,2018,208306.680379,30
50,6,2018,287898.182533,30
51,6,2018,7586.511533,23
52,6,2018,3907.2088009999998,16
53,6,2018,1544.188569,8
54,6,2018,76207.21393,30
55,6,2018,11991.77238,29
56,6,2018,22968.487216,30
57,6,2018,11376.838713000001,28
58,6,2018,664.07074,7
59,6,2018,32437.708178,30
60,6,2018,263.875917,3
61,6,2018,12136.760993,28
62,6,2018,5955.909997,23
63,6,2018,13074.832969,28
64,6,2018,22028.321398,30
65,6,2018,33785.617837,30
66,6,2018,19728.878584000002,30
67,6,2018,22343.307031,30
68,6,2018,13556.867891,30
69,6,2018,427864.453663,30
70,6,2018,56439.271989,30
71,6,2018,159672.191158,30
72,6,2018,9603.836366,30
73,6,2018,908069.752384,30
74,6,2018,8643.742484,29
75,6,2018,26574.632791,30
76,6,2018,30106.998589,30
78,6,2018,38838.881159,30
79,6,2018,146123.971246,30
80,6,2018,17275.357645,30
81,6,2018,396930.972781,30
82,6,2018,48391.258524,30
83,6,2018,30055.831814,30
84,6,2018,55898.719325,30
85,6,2018,390610.332637,30
86,6,2018,117113.111399,30
87,6,2018,26298.894878,30
88,6,2018,4256.997372,28
89,6,2018,1999.316232,17
90,6,2018,3505024.389151,30
91,6,2018,10573.802508,30
92,6,2018,111821.753985,30
93,6,2018,3802.032811,22
94,6,2018,41423.117888,30
95,6,2018,71003.528997,30
96,6,2018,48180.309023,30
97,6,2018,468386.156823,30
1,7,2018,15679438.625571,31
2,7,2018,1568935.206147,31
3,7,2018,4901516.708847,31
4,7,2018,375168.926863,31
5,7,2018,1633208.524597,31
6,7,2018,496920.666472,31
7,7,2018,4478680.653298,31
8,7,2018,2286309.35883,31
9,7,2018,346319.39411,31
10,7,2018,549843.840829,31
11,7,2018,71895.003902,31
12,7,2018,843281.41747,31
13,7,2018,251628.144826,31
14,7,2018,417077.627532,31
15,7,2018,146307.014608,31
16,7,2018,480707.306255,31
17,7,2018,288629.42294,31
18,7,2018,1003205.2259450001,31
19,7,2018,1052340.759926,31
20,7,2018,1401605.373726,31
21,7,2018,62551.485866,31
22,7,2018,89754.093566,31
23,7,2018,598641.893787,31
24,7,2018,910441.339569,31
25,7,2018,2448152.529221,31
26,7,2018,1767948.745182,31
27,7,2018,848162.181434,31
28,7,2018,84936.694582,31
29,7,2018,303790.742814,31
30,7,2018,1153545.628725,31
31,7,2018,232455.986937,31
32,7,2018,385300.389738,31
33,7,2018,90946.332386,31
34,7,2018,538491.279548,31
35,7,2018,753239.598969,31
36,7,2018,171877.910188,31
37,7,2018,934523.657396,31
38,7,2018,397405.207204,31
39,7,2018,249366.617124,31
40,7,2018,1130649.553134,31
41,7,2018,1942042.481292,31
42,7,2018,906968.7821899999,31
43,7,2018,1712588.994333,31
44,7,2018,1214946.730747,31
45,7,2018,411529.371524,31
46,7,2018,122800.437871,31
47,7,2018,71349.713589,31
49,7,2018,189776.251228,31
50,7,2018,492683.381998,31
51,7,2018,3605.427376,19
52,7,2018,2492.44834,14
53,7,2018,1664.186075,10
54,7,2018,79836.17539,31
55,7,2018,15118.589194,30
56,7,2018,27390.163646,31
57,7,2018,14648.252944,31
58,7,2018,2200.86684,18
59,7,2018,36133.635818,31
60,7,2018,4166.261305,17
61,7,2018,15047.783226,31
62,7,2018,5519.504489,25
63,7,2018,17922.879243,31
64,7,2018,24970.860446,31
65,7,2018,36436.613116,31
66,7,2018,21385.803826,31
67,7,2018,26499.047956,31
68,7,2018,16853.11586,31
69,7,2018,429769.084453,31
70,7,2018,63519.556952,31
71,7,2018,171221.596186,31
72,7,2018,10512.849471,31
73,7,2018,869408.355079,31
74,7,2018,13730.133278,31
75,7,2018,26417.80879,31
76,7,2018,30891.987457,31
78,7,2018,62823.765452,31
79,7,2018,150289.353762,31
80,7,2018,21840.704451999998,31
81,7,2018,415518.585111,31
82,7,2018,52431.207398,31
83,7,2018,47968.477656,31
84,7,2018,66580.321196,31
85,7,2018,460321.112057,31
86,7,2018,137079.522743,31
87,7,2018,24598.086024,31
88,7,2018,4266.447569,29
89,7,2018,2813.536094,25
90,7,2018,3647186.782642,31
91,7,2018,13780.735296,31
92,7,2018,135581.584734,31
93,7,2018,4950.157906,23
94,7,2018,58738.46445,31
95,7,2018,68252.45757500001,31
96,7,2018,45931.804458,31
97,7,2018,449914.016325,31
1,8,2018,17008630.821988,31
2,8,2018,1383419.779364,31
3,8,2018,5633351.63237,31
4,8,2018,321439.038578,31
5,8,2018,1524215.63183,31
6,8,2018,421688.85756,31
7,8,2018,3630944.95207,31
8,8,2018,3008623.922561,31
9,8,2018,313542.47228600003,31
10,8,2018,513707.139206,31
11,8,2018,56385.894307999995,31
12,8,2018,836974.53549,31
13,8,2018,250702.373237,31
14,8,2018,241175.486004,31
15,8,2018,121193.102856,31
16,8,2018,469984.835239,31
17,8,2018,252570.3129,31
18,8,2018,1138635.666542,31
19,8,2018,910774.60857,31
20,8,2018,1214460.933951,31
21,8,2018,52419.871400000004,31
22,8,2018,74982.53906,31
23,8,2018,648930.037718,31
24,8,2018,835473.062882,31
25,8,2018,3630204.408645,31
26,8,2018,2072813.916057,31
27,8,2018,974289.467678,31
28,8,2018,72488.23411,31
29,8,2018,304100.048419,31
30,8,2018,1251386.290303,31
31,8,2018,240914.874261,31
32,8,2018,299454.826853,31
33,8,2018,122386.14383,31
34,8,2018,659735.661342,31
35,8,2018,816235.071393,31
36,8,2018,148016.666431,31
37,8,2018,1328467.603382,31
38,8,2018,466214.27491,31
39,8,2018,257351.370583,31
40,8,2018,1345380.737369,31
41,8,2018,2401541.744104,31
42,8,2018,1054801.779273,31
43,8,2018,1814834.778649,31
44,8,2018,1237331.453937,31
45,8,2018,367497.642732,31
46,8,2018,155796.76211,31
47,8,2018,79160.836874,31
49,8,2018,174297.195093,31
50,8,2018,435941.721791,31
51,8,2018,4053.970109,17
52,8,2018,5863.796654,25
53,8,2018,1993.087579,12
54,8,2018,90470.493876,31
55,8,2018,9260.475654,30
56,8,2018,24210.268627,31
57,8,2018,11368.083411,29
58,8,2018,1116.808093,10
59,8,2018,30667.075642,31
60,8,2018,7577.987421,22
61,8,2018,12054.937452,28
62,8,2018,5378.862675,22
63,8,2018,12044.852075,29
64,8,2018,24641.75531,31
65,8,2018,29291.059774,31
66,8,2018,17775.455837,31
67,8,2018,21306.830566,31
68,8,2018,38268.088518000004,31
69,8,2018,501214.076499,31
70,8,2018,81645.364119,31
71,8,2018,203120.544104,31
72,8,2018,19890.777144,31
73,8,2018,1174416.820867,31
74,8,2018,11149.699204,31
75,8,2018,38057.133162,31
76,8,2018,40153.002374,31
78,8,2018,62314.605996,31
79,8,2018,165005.065928,31
80,8,2018,36011.009808,31
81,8,2018,537988.091334,31
82,8,2018,124365.876122,31
83,8,2018,80480.218729,31
84,8,2018,77401.628597,31
85,8,2018,864255.787878,31
86,8,2018,132035.686572,31
87,8,2018,30379.11997,31
88,8,2018,7161.377067,30
89,8,2018,5088.163732,29
90,8,2018,4712773.612209,31
91,8,2018,37127.083428,31
92,8,2018,127184.79874,31
93,8,2018,5928.511356,28
94,8,2018,84178.556395,31
95,8,2018,85300.918149,31
96,8,2018,46462.412555,31
97,8,2018,612857.306045,31
1,9,2018,16928663.91884,30
2,9,2018,1598557.92578,30
3,9,2018,5361954.86601,30
4,9,2018,282428.301301,30
5,9,2018,1820647.979323,30
6,9,2018,420203.929341,30
7,9,2018,2690901.228656,30
8,9,2018,3385885.618311,30
9,9,2018,286557.216892,30
